verse_key,clean_verse,tafsir_ibn_kathir
16:96,ما عندكم ينفد ۖ وما عند الله باق ۗ ولنجزين الذين صبروا اجرهم باحسن ما كانوا يعملون,Tafsir text placeholder for verse 16:96
16:97,من عمل صـٰلحا من ذكر او انثىٰ وهو مؤمن فلنحيينه حيوٰة طيبة ۖ ولنجزينهم اجرهم باحسن ما كانوا يعملون,Tafsir text placeholder for verse 16:97
16:98,فاذا قرات القرءان فاستعذ بالله من الشيطـٰن الرجيم,Tafsir text placeholder for verse 16:98
16:99,انه ليس له سلطـٰن على الذين ءامنوا وعلىٰ ربهم يتوكلون,Tafsir text placeholder for verse 16:99
16:100,انما سلطـٰنه على الذين يتولونه والذين هم به مشركون,Tafsir text placeholder for verse 16:100
16:101,واذا بدلنا ءاية مكان ءاية ۙ والله اعلم بما ينزل قالوا انما انت مفتر ۚ بل اكثرهم لا يعلمون,Tafsir text placeholder for verse 16:101
16:102,قل نزله روح القدس من ربك بالحق ليثبت الذين ءامنوا وهدى وبشرىٰ للمسلمين,Tafsir text placeholder for verse 16:102
16:103,ولقد نعلم انهم يقولون انما يعلمه بشر ۗ لسان الذى يلحدون اليه اعجمى وهـٰذا لسان عربى مبين,Tafsir text placeholder for verse 16:103
16:104,ان الذين لا يؤمنون بـٔايـٰت الله لا يهديهم الله ولهم عذاب اليم,Tafsir text placeholder for verse 16:104
16:105,انما يفترى الكذب الذين لا يؤمنون بـٔايـٰت الله ۖ واولـٰئك هم الكـٰذبون,Tafsir text placeholder for verse 16:105
16:106,من كفر بالله من بعد ايمـٰنه الا من اكره وقلبه مطمئن بالايمـٰن ولـٰكن من شرح بالكفر صدرا فعليهم غضب من الله ولهم عذاب عظيم,Tafsir text placeholder for verse 16:106
16:107,ذٰلك بانهم استحبوا الحيوٰة الدنيا على الـٔاخرة وان الله لا يهدى القوم الكـٰفرين,Tafsir text placeholder for verse 16:107
16:108,اولـٰئك الذين طبع الله علىٰ قلوبهم وسمعهم وابصـٰرهم ۖ واولـٰئك هم الغـٰفلون,Tafsir text placeholder for verse 16:108
16:109,لا جرم انهم فى الـٔاخرة هم الخـٰسرون,Tafsir text placeholder for verse 16:109
16:110,ثم ان ربك للذين هاجروا من بعد ما فتنوا ثم جـٰهدوا وصبروا ان ربك من بعدها لغفور رحيم,Tafsir text placeholder for verse 16:110
16:111,يوم تاتى كل نفس تجـٰدل عن نفسها وتوفىٰ كل نفس ما عملت وهم لا يظلمون,Tafsir text placeholder for verse 16:111
16:112,وضرب الله مثلا قرية كانت ءامنة مطمئنة ياتيها رزقها رغدا من كل مكان فكفرت بانعم الله فاذٰقها الله لباس الجوع والخوف بما كانوا يصنعون,Tafsir text placeholder for verse 16:112
16:113,ولقد جاءهم رسول منهم فكذبوه فاخذهم العذاب وهم ظـٰلمون,Tafsir text placeholder for verse 16:113
16:114,فكلوا مما رزقكم الله حلـٰلا طيبا واشكروا نعمت الله ان كنتم اياه تعبدون,Tafsir text placeholder for verse 16:114
16:115,انما حرم عليكم الميتة والدم ولحم الخنزير وما اهل لغير الله به ۖ فمن اضطر غير باغ ولا عاد فان الله غفور رحيم,Tafsir text placeholder for verse 16:115
16:116,ولا تقولوا لما تصف السنتكم الكذب هـٰذا حلـٰل وهـٰذا حرام لتفتروا على الله الكذب ۚ ان الذين يفترون على الله الكذب لا يفلحون,Tafsir text placeholder for verse 16:116
16:117,متـٰع قليل ولهم عذاب اليم,Tafsir text placeholder for verse 16:117
16:118,وعلى الذين هادوا حرمنا ما قصصنا عليك من قبل ۖ وما ظلمنـٰهم ولـٰكن كانوا انفسهم يظلمون,Tafsir text placeholder for verse 16:118
16:119,ثم ان ربك للذين عملوا السوء بجهـٰلة ثم تابوا من بعد ذٰلك واصلحوا ان ربك من بعدها لغفور رحيم,Tafsir text placeholder for verse 16:119
16:120,ان ابرٰهيم كان امة قانتا لله حنيفا ولم يك من المشركين,Tafsir text placeholder for verse 16:120
16:121,شاكرا لانعمه ۚ اجتبىٰه وهدىٰه الىٰ صرٰط مستقيم,Tafsir text placeholder for verse 16:121
16:122,وءاتينـٰه فى الدنيا حسنة ۖ وانه فى الـٔاخرة لمن الصـٰلحين,Tafsir text placeholder for verse 16:122
16:123,ثم اوحينا اليك ان اتبع ملة ابرٰهيم حنيفا ۖ وما كان من المشركين,Tafsir text placeholder for verse 16:123
16:124,انما جعل السبت على الذين اختلفوا فيه ۚ وان ربك ليحكم بينهم يوم القيـٰمة فيما كانوا فيه يختلفون,Tafsir text placeholder for verse 16:124
16:125,ادع الىٰ سبيل ربك بالحكمة والموعظة الحسنة ۖ وجـٰدلهم بالتى هى احسن ۚ ان ربك هو اعلم بمن ضل عن سبيله ۖ وهو اعلم بالمهتدين,Tafsir text placeholder for verse 16:125
16:126,وان عاقبتم فعاقبوا بمثل ما عوقبتم به ۖ ولئن صبرتم لهو خير للصـٰبرين,Tafsir text placeholder for verse 16:126
16:127,واصبر وما صبرك الا بالله ۚ ولا تحزن عليهم ولا تك فى ضيق مما يمكرون,Tafsir text placeholder for verse 16:127
16:128,ان الله مع الذين اتقوا والذين هم محسنون,Tafsir text placeholder for verse 16:128
17:1,سبحـٰن الذى اسرىٰ بعبده ليلا من المسجد الحرام الى المسجد الاقصا الذى بـٰركنا حوله لنريه من ءايـٰتنا ۚ انه هو السميع البصير,Tafsir text placeholder for verse 17:1
17:2,وءاتينا موسى الكتـٰب وجعلنـٰه هدى لبنى اسرٰءيل الا تتخذوا من دونى وكيلا,Tafsir text placeholder for verse 17:2
17:3,ذرية من حملنا مع نوح ۚ انه كان عبدا شكورا,Tafsir text placeholder for verse 17:3
17:4,وقضينا الىٰ بنى اسرٰءيل فى الكتـٰب لتفسدن فى الارض مرتين ولتعلن علوا كبيرا,Tafsir text placeholder for verse 17:4
17:5,فاذا جاء وعد اولىٰهما بعثنا عليكم عبادا لنا اولى باس شديد فجاسوا خلـٰل الديار ۚ وكان وعدا مفعولا,Tafsir text placeholder for verse 17:5
17:6,ثم رددنا لكم الكرة عليهم وامددنـٰكم باموٰل وبنين وجعلنـٰكم اكثر نفيرا,Tafsir text placeholder for verse 17:6
17:7,ان احسنتم احسنتم لانفسكم ۖ وان اساتم فلها ۚ فاذا جاء وعد الـٔاخرة ليسـۥـٔوا وجوهكم وليدخلوا المسجد كما دخلوه اول مرة وليتبروا ما علوا تتبيرا,Tafsir text placeholder for verse 17:7
17:8,عسىٰ ربكم ان يرحمكم ۚ وان عدتم عدنا ۘ وجعلنا جهنم للكـٰفرين حصيرا,Tafsir text placeholder for verse 17:8
17:9,ان هـٰذا القرءان يهدى للتى هى اقوم ويبشر المؤمنين الذين يعملون الصـٰلحـٰت ان لهم اجرا كبيرا,Tafsir text placeholder for verse 17:9
17:10,وان الذين لا يؤمنون بالـٔاخرة اعتدنا لهم عذابا اليما,Tafsir text placeholder for verse 17:10
17:11,ويدع الانسـٰن بالشر دعاءه بالخير ۖ وكان الانسـٰن عجولا,Tafsir text placeholder for verse 17:11
17:12,وجعلنا اليل والنهار ءايتين ۖ فمحونا ءاية اليل وجعلنا ءاية النهار مبصرة لتبتغوا فضلا من ربكم ولتعلموا عدد السنين والحساب ۚ وكل شىء فصلنـٰه تفصيلا,Tafsir text placeholder for verse 17:12
17:13,وكل انسـٰن الزمنـٰه طـٰئره فى عنقه ۖ ونخرج له يوم القيـٰمة كتـٰبا يلقىٰه منشورا,Tafsir text placeholder for verse 17:13
17:14,اقرا كتـٰبك كفىٰ بنفسك اليوم عليك حسيبا,Tafsir text placeholder for verse 17:14
17:15,من اهتدىٰ فانما يهتدى لنفسه ۖ ومن ضل فانما يضل عليها ۚ ولا تزر وازرة وزر اخرىٰ ۗ وما كنا معذبين حتىٰ نبعث رسولا,Tafsir text placeholder for verse 17:15
17:16,واذا اردنا ان نهلك قرية امرنا مترفيها ففسقوا فيها فحق عليها القول فدمرنـٰها تدميرا,Tafsir text placeholder for verse 17:16
17:17,وكم اهلكنا من القرون من بعد نوح ۗ وكفىٰ بربك بذنوب عباده خبيرا بصيرا,Tafsir text placeholder for verse 17:17
17:18,من كان يريد العاجلة عجلنا له فيها ما نشاء لمن نريد ثم جعلنا له جهنم يصلىٰها مذموما مدحورا,Tafsir text placeholder for verse 17:18
17:19,ومن اراد الـٔاخرة وسعىٰ لها سعيها وهو مؤمن فاولـٰئك كان سعيهم مشكورا,Tafsir text placeholder for verse 17:19
17:20,كلا نمد هـٰؤلاء وهـٰؤلاء من عطاء ربك ۚ وما كان عطاء ربك محظورا,Tafsir text placeholder for verse 17:20
17:21,انظر كيف فضلنا بعضهم علىٰ بعض ۚ وللـٔاخرة اكبر درجـٰت واكبر تفضيلا,Tafsir text placeholder for verse 17:21
17:22,لا تجعل مع الله الـٰها ءاخر فتقعد مذموما مخذولا,Tafsir text placeholder for verse 17:22
17:23,وقضىٰ ربك الا تعبدوا الا اياه وبالوٰلدين احسـٰنا ۚ اما يبلغن عندك الكبر احدهما او كلاهما فلا تقل لهما اف ولا تنهرهما وقل لهما قولا كريما,Tafsir text placeholder for verse 17:23
17:24,واخفض لهما جناح الذل من الرحمة وقل رب ارحمهما كما ربيانى صغيرا,Tafsir text placeholder for verse 17:24
17:25,ربكم اعلم بما فى نفوسكم ۚ ان تكونوا صـٰلحين فانه كان للاوٰبين غفورا,Tafsir text placeholder for verse 17:25
17:26,وءات ذا القربىٰ حقه والمسكين وابن السبيل ولا تبذر تبذيرا,Tafsir text placeholder for verse 17:26
17:27,ان المبذرين كانوا اخوٰن الشيـٰطين ۖ وكان الشيطـٰن لربه كفورا,Tafsir text placeholder for verse 17:27
17:28,واما تعرضن عنهم ابتغاء رحمة من ربك ترجوها فقل لهم قولا ميسورا,Tafsir text placeholder for verse 17:28
17:29,ولا تجعل يدك مغلولة الىٰ عنقك ولا تبسطها كل البسط فتقعد ملوما محسورا,Tafsir text placeholder for verse 17:29
17:30,ان ربك يبسط الرزق لمن يشاء ويقدر ۚ انه كان بعباده خبيرا بصيرا,Tafsir text placeholder for verse 17:30
17:31,ولا تقتلوا اولـٰدكم خشية املـٰق ۖ نحن نرزقهم واياكم ۚ ان قتلهم كان خطـٔا كبيرا,Tafsir text placeholder for verse 17:31
17:32,ولا تقربوا الزنىٰ ۖ انه كان فـٰحشة وساء سبيلا,Tafsir text placeholder for verse 17:32
17:33,ولا تقتلوا النفس التى حرم الله الا بالحق ۗ ومن قتل مظلوما فقد جعلنا لوليه سلطـٰنا فلا يسرف فى القتل ۖ انه كان منصورا,Tafsir text placeholder for verse 17:33
17:34,ولا تقربوا مال اليتيم الا بالتى هى احسن حتىٰ يبلغ اشده ۚ واوفوا بالعهد ۖ ان العهد كان مسـٔولا,Tafsir text placeholder for verse 17:34
17:35,واوفوا الكيل اذا كلتم وزنوا بالقسطاس المستقيم ۚ ذٰلك خير واحسن تاويلا,Tafsir text placeholder for verse 17:35
17:36,ولا تقف ما ليس لك به علم ۚ ان السمع والبصر والفؤاد كل اولـٰئك كان عنه مسـٔولا,Tafsir text placeholder for verse 17:36
