verse_key,text_original,clean_verse
16:106,مَن كَفَرَ بِاللَّهِ مِن بَعدِ إيمـٰنِهِ إِلّا مَن أُكرِهَ وَقَلبُهُ مُطمَئِنٌّ بِالإيمـٰنِ وَلـٰكِن مَن شَرَحَ بِالكُفرِ صَدرًا فَعَلَيهِم غَضَبٌ مِنَ اللَّهِ وَلَهُم عَذابٌ عَظيمٌ,من كفر بالله من بعد ايمـٰنه الا من اكره وقلبه مطمئن بالايمـٰن ولـٰكن من شرح بالكفر صدرا فعليهم غضب من الله ولهم عذاب عظيم
16:107,ذٰلِكَ بِأَنَّهُمُ استَحَبُّوا الحَيوٰةَ الدُّنيا عَلَى الـٔاخِرَةِ وَأَنَّ اللَّهَ لا يَهدِى القَومَ الكـٰفِرينَ,ذٰلك بانهم استحبوا الحيوٰة الدنيا على الـٔاخرة وان الله لا يهدى القوم الكـٰفرين
16:108,أُولـٰئِكَ الَّذينَ طَبَعَ اللَّهُ عَلىٰ قُلوبِهِم وَسَمعِهِم وَأَبصـٰرِهِم ۖ وَأُولـٰئِكَ هُمُ الغـٰفِلونَ,اولـٰئك الذين طبع الله علىٰ قلوبهم وسمعهم وابصـٰرهم ۖ واولـٰئك هم الغـٰفلون
16:109,لا جَرَمَ أَنَّهُم فِى الـٔاخِرَةِ هُمُ الخـٰسِرونَ,لا جرم انهم فى الـٔاخرة هم الخـٰسرون
16:110,ثُمَّ إِنَّ رَبَّكَ لِلَّذينَ هاجَروا مِن بَعدِ ما فُتِنوا ثُمَّ جـٰهَدوا وَصَبَروا إِنَّ رَبَّكَ مِن بَعدِها لَغَفورٌ رَحيمٌ,ثم ان ربك للذين هاجروا من بعد ما فتنوا ثم جـٰهدوا وصبروا ان ربك من بعدها لغفور رحيم
16:111,يَومَ تَأتى كُلُّ نَفسٍ تُجـٰدِلُ عَن نَفسِها وَتُوَفّىٰ كُلُّ نَفسٍ ما عَمِلَت وَهُم لا يُظلَمونَ,يوم تاتى كل نفس تجـٰدل عن نفسها وتوفىٰ كل نفس ما عملت وهم لا يظلمون
16:112,وَضَرَبَ اللَّهُ مَثَلًا قَريَةً كانَت ءامِنَةً مُطمَئِنَّةً يَأتيها رِزقُها رَغَدًا مِن كُلِّ مَكانٍ فَكَفَرَت بِأَنعُمِ اللَّهِ فَأَذٰقَهَا اللَّهُ لِباسَ الجوعِ وَالخَوفِ بِما كانوا يَصنَعونَ,وضرب الله مثلا قرية كانت ءامنة مطمئنة ياتيها رزقها رغدا من كل مكان فكفرت بانعم الله فاذٰقها الله لباس الجوع والخوف بما كانوا يصنعون
16:113,وَلَقَد جاءَهُم رَسولٌ مِنهُم فَكَذَّبوهُ فَأَخَذَهُمُ العَذابُ وَهُم ظـٰلِمونَ,ولقد جاءهم رسول منهم فكذبوه فاخذهم العذاب وهم ظـٰلمون
16:114,فَكُلوا مِمّا رَزَقَكُمُ اللَّهُ حَلـٰلًا طَيِّبًا وَاشكُروا نِعمَتَ اللَّهِ إِن كُنتُم إِيّاهُ تَعبُدونَ,فكلوا مما رزقكم الله حلـٰلا طيبا واشكروا نعمت الله ان كنتم اياه تعبدون
16:115,إِنَّما حَرَّمَ عَلَيكُمُ المَيتَةَ وَالدَّمَ وَلَحمَ الخِنزيرِ وَما أُهِلَّ لِغَيرِ اللَّهِ بِهِ ۖ فَمَنِ اضطُرَّ غَيرَ باغٍ وَلا عادٍ فَإِنَّ اللَّهَ غَفورٌ رَحيمٌ,انما حرم عليكم الميتة والدم ولحم الخنزير وما اهل لغير الله به ۖ فمن اضطر غير باغ ولا عاد فان الله غفور رحيم
16:116,وَلا تَقولوا لِما تَصِفُ أَلسِنَتُكُمُ الكَذِبَ هـٰذا حَلـٰلٌ وَهـٰذا حَرامٌ لِتَفتَروا عَلَى اللَّهِ الكَذِبَ ۚ إِنَّ الَّذينَ يَفتَرونَ عَلَى اللَّهِ الكَذِبَ لا يُفلِحونَ,ولا تقولوا لما تصف السنتكم الكذب هـٰذا حلـٰل وهـٰذا حرام لتفتروا على الله الكذب ۚ ان الذين يفترون على الله الكذب لا يفلحون
16:117,مَتـٰعٌ قَليلٌ وَلَهُم عَذابٌ أَليمٌ,متـٰع قليل ولهم عذاب اليم
16:118,وَعَلَى الَّذينَ هادوا حَرَّمنا ما قَصَصنا عَلَيكَ مِن قَبلُ ۖ وَما ظَلَمنـٰهُم وَلـٰكِن كانوا أَنفُسَهُم يَظلِمونَ,وعلى الذين هادوا حرمنا ما قصصنا عليك من قبل ۖ وما ظلمنـٰهم ولـٰكن كانوا انفسهم يظلمون
16:119,ثُمَّ إِنَّ رَبَّكَ لِلَّذينَ عَمِلُوا السّوءَ بِجَهـٰلَةٍ ثُمَّ تابوا مِن بَعدِ ذٰلِكَ وَأَصلَحوا إِنَّ رَبَّكَ مِن بَعدِها لَغَفورٌ رَحيمٌ,ثم ان ربك للذين عملوا السوء بجهـٰلة ثم تابوا من بعد ذٰلك واصلحوا ان ربك من بعدها لغفور رحيم
16:120,إِنَّ إِبرٰهيمَ كانَ أُمَّةً قانِتًا لِلَّهِ حَنيفًا وَلَم يَكُ مِنَ المُشرِكينَ,ان ابرٰهيم كان امة قانتا لله حنيفا ولم يك من المشركين
16:121,شاكِرًا لِأَنعُمِهِ ۚ اجتَبىٰهُ وَهَدىٰهُ إِلىٰ صِرٰطٍ مُستَقيمٍ,شاكرا لانعمه ۚ اجتبىٰه وهدىٰه الىٰ صرٰط مستقيم
16:122,وَءاتَينـٰهُ فِى الدُّنيا حَسَنَةً ۖ وَإِنَّهُ فِى الـٔاخِرَةِ لَمِنَ الصّـٰلِحينَ,وءاتينـٰه فى الدنيا حسنة ۖ وانه فى الـٔاخرة لمن الصـٰلحين
16:123,ثُمَّ أَوحَينا إِلَيكَ أَنِ اتَّبِع مِلَّةَ إِبرٰهيمَ حَنيفًا ۖ وَما كانَ مِنَ المُشرِكينَ,ثم اوحينا اليك ان اتبع ملة ابرٰهيم حنيفا ۖ وما كان من المشركين
16:124,إِنَّما جُعِلَ السَّبتُ عَلَى الَّذينَ اختَلَفوا فيهِ ۚ وَإِنَّ رَبَّكَ لَيَحكُمُ بَينَهُم يَومَ القِيـٰمَةِ فيما كانوا فيهِ يَختَلِفونَ,انما جعل السبت على الذين اختلفوا فيه ۚ وان ربك ليحكم بينهم يوم القيـٰمة فيما كانوا فيه يختلفون
16:125,ادعُ إِلىٰ سَبيلِ رَبِّكَ بِالحِكمَةِ وَالمَوعِظَةِ الحَسَنَةِ ۖ وَجـٰدِلهُم بِالَّتى هِىَ أَحسَنُ ۚ إِنَّ رَبَّكَ هُوَ أَعلَمُ بِمَن ضَلَّ عَن سَبيلِهِ ۖ وَهُوَ أَعلَمُ بِالمُهتَدينَ,ادع الىٰ سبيل ربك بالحكمة والموعظة الحسنة ۖ وجـٰدلهم بالتى هى احسن ۚ ان ربك هو اعلم بمن ضل عن سبيله ۖ وهو اعلم بالمهتدين
16:126,وَإِن عاقَبتُم فَعاقِبوا بِمِثلِ ما عوقِبتُم بِهِ ۖ وَلَئِن صَبَرتُم لَهُوَ خَيرٌ لِلصّـٰبِرينَ,وان عاقبتم فعاقبوا بمثل ما عوقبتم به ۖ ولئن صبرتم لهو خير للصـٰبرين
16:127,وَاصبِر وَما صَبرُكَ إِلّا بِاللَّهِ ۚ وَلا تَحزَن عَلَيهِم وَلا تَكُ فى ضَيقٍ مِمّا يَمكُرونَ,واصبر وما صبرك الا بالله ۚ ولا تحزن عليهم ولا تك فى ضيق مما يمكرون
16:128,إِنَّ اللَّهَ مَعَ الَّذينَ اتَّقَوا وَالَّذينَ هُم مُحسِنونَ,ان الله مع الذين اتقوا والذين هم محسنون
17:1,سُبحـٰنَ الَّذى أَسرىٰ بِعَبدِهِ لَيلًا مِنَ المَسجِدِ الحَرامِ إِلَى المَسجِدِ الأَقصَا الَّذى بـٰرَكنا حَولَهُ لِنُرِيَهُ مِن ءايـٰتِنا ۚ إِنَّهُ هُوَ السَّميعُ البَصيرُ,سبحـٰن الذى اسرىٰ بعبده ليلا من المسجد الحرام الى المسجد الاقصا الذى بـٰركنا حوله لنريه من ءايـٰتنا ۚ انه هو السميع البصير
17:2,وَءاتَينا موسَى الكِتـٰبَ وَجَعَلنـٰهُ هُدًى لِبَنى إِسرٰءيلَ أَلّا تَتَّخِذوا مِن دونى وَكيلًا,وءاتينا موسى الكتـٰب وجعلنـٰه هدى لبنى اسرٰءيل الا تتخذوا من دونى وكيلا
17:3,ذُرِّيَّةَ مَن حَمَلنا مَعَ نوحٍ ۚ إِنَّهُ كانَ عَبدًا شَكورًا,ذرية من حملنا مع نوح ۚ انه كان عبدا شكورا
17:4,وَقَضَينا إِلىٰ بَنى إِسرٰءيلَ فِى الكِتـٰبِ لَتُفسِدُنَّ فِى الأَرضِ مَرَّتَينِ وَلَتَعلُنَّ عُلُوًّا كَبيرًا,وقضينا الىٰ بنى اسرٰءيل فى الكتـٰب لتفسدن فى الارض مرتين ولتعلن علوا كبيرا
17:5,فَإِذا جاءَ وَعدُ أولىٰهُما بَعَثنا عَلَيكُم عِبادًا لَنا أُولى بَأسٍ شَديدٍ فَجاسوا خِلـٰلَ الدِّيارِ ۚ وَكانَ وَعدًا مَفعولًا,فاذا جاء وعد اولىٰهما بعثنا عليكم عبادا لنا اولى باس شديد فجاسوا خلـٰل الديار ۚ وكان وعدا مفعولا
17:6,ثُمَّ رَدَدنا لَكُمُ الكَرَّةَ عَلَيهِم وَأَمدَدنـٰكُم بِأَموٰلٍ وَبَنينَ وَجَعَلنـٰكُم أَكثَرَ نَفيرًا,ثم رددنا لكم الكرة عليهم وامددنـٰكم باموٰل وبنين وجعلنـٰكم اكثر نفيرا
17:7,إِن أَحسَنتُم أَحسَنتُم لِأَنفُسِكُم ۖ وَإِن أَسَأتُم فَلَها ۚ فَإِذا جاءَ وَعدُ الـٔاخِرَةِ لِيَسـۥـٔوا وُجوهَكُم وَلِيَدخُلُوا المَسجِدَ كَما دَخَلوهُ أَوَّلَ مَرَّةٍ وَلِيُتَبِّروا ما عَلَوا تَتبيرًا,ان احسنتم احسنتم لانفسكم ۖ وان اساتم فلها ۚ فاذا جاء وعد الـٔاخرة ليسـۥـٔوا وجوهكم وليدخلوا المسجد كما دخلوه اول مرة وليتبروا ما علوا تتبيرا
17:8,عَسىٰ رَبُّكُم أَن يَرحَمَكُم ۚ وَإِن عُدتُم عُدنا ۘ وَجَعَلنا جَهَنَّمَ لِلكـٰفِرينَ حَصيرًا,عسىٰ ربكم ان يرحمكم ۚ وان عدتم عدنا ۘ وجعلنا جهنم للكـٰفرين حصيرا
17:9,إِنَّ هـٰذَا القُرءانَ يَهدى لِلَّتى هِىَ أَقوَمُ وَيُبَشِّرُ المُؤمِنينَ الَّذينَ يَعمَلونَ الصّـٰلِحـٰتِ أَنَّ لَهُم أَجرًا كَبيرًا,ان هـٰذا القرءان يهدى للتى هى اقوم ويبشر المؤمنين الذين يعملون الصـٰلحـٰت ان لهم اجرا كبيرا
17:10,وَأَنَّ الَّذينَ لا يُؤمِنونَ بِالـٔاخِرَةِ أَعتَدنا لَهُم عَذابًا أَليمًا,وان الذين لا يؤمنون بالـٔاخرة اعتدنا لهم عذابا اليما
17:11,وَيَدعُ الإِنسـٰنُ بِالشَّرِّ دُعاءَهُ بِالخَيرِ ۖ وَكانَ الإِنسـٰنُ عَجولًا,ويدع الانسـٰن بالشر دعاءه بالخير ۖ وكان الانسـٰن عجولا
17:12,وَجَعَلنَا الَّيلَ وَالنَّهارَ ءايَتَينِ ۖ فَمَحَونا ءايَةَ الَّيلِ وَجَعَلنا ءايَةَ النَّهارِ مُبصِرَةً لِتَبتَغوا فَضلًا مِن رَبِّكُم وَلِتَعلَموا عَدَدَ السِّنينَ وَالحِسابَ ۚ وَكُلَّ شَىءٍ فَصَّلنـٰهُ تَفصيلًا,وجعلنا اليل والنهار ءايتين ۖ فمحونا ءاية اليل وجعلنا ءاية النهار مبصرة لتبتغوا فضلا من ربكم ولتعلموا عدد السنين والحساب ۚ وكل شىء فصلنـٰه تفصيلا
17:13,وَكُلَّ إِنسـٰنٍ أَلزَمنـٰهُ طـٰئِرَهُ فى عُنُقِهِ ۖ وَنُخرِجُ لَهُ يَومَ القِيـٰمَةِ كِتـٰبًا يَلقىٰهُ مَنشورًا,وكل انسـٰن الزمنـٰه طـٰئره فى عنقه ۖ ونخرج له يوم القيـٰمة كتـٰبا يلقىٰه منشورا
17:14,اقرَأ كِتـٰبَكَ كَفىٰ بِنَفسِكَ اليَومَ عَلَيكَ حَسيبًا,اقرا كتـٰبك كفىٰ بنفسك اليوم عليك حسيبا
17:15,مَنِ اهتَدىٰ فَإِنَّما يَهتَدى لِنَفسِهِ ۖ وَمَن ضَلَّ فَإِنَّما يَضِلُّ عَلَيها ۚ وَلا تَزِرُ وازِرَةٌ وِزرَ أُخرىٰ ۗ وَما كُنّا مُعَذِّبينَ حَتّىٰ نَبعَثَ رَسولًا,من اهتدىٰ فانما يهتدى لنفسه ۖ ومن ضل فانما يضل عليها ۚ ولا تزر وازرة وزر اخرىٰ ۗ وما كنا معذبين حتىٰ نبعث رسولا
17:16,وَإِذا أَرَدنا أَن نُهلِكَ قَريَةً أَمَرنا مُترَفيها فَفَسَقوا فيها فَحَقَّ عَلَيهَا القَولُ فَدَمَّرنـٰها تَدميرًا,واذا اردنا ان نهلك قرية امرنا مترفيها ففسقوا فيها فحق عليها القول فدمرنـٰها تدميرا
17:17,وَكَم أَهلَكنا مِنَ القُرونِ مِن بَعدِ نوحٍ ۗ وَكَفىٰ بِرَبِّكَ بِذُنوبِ عِبادِهِ خَبيرًا بَصيرًا,وكم اهلكنا من القرون من بعد نوح ۗ وكفىٰ بربك بذنوب عباده خبيرا بصيرا
17:18,مَن كانَ يُريدُ العاجِلَةَ عَجَّلنا لَهُ فيها ما نَشاءُ لِمَن نُريدُ ثُمَّ جَعَلنا لَهُ جَهَنَّمَ يَصلىٰها مَذمومًا مَدحورًا,من كان يريد العاجلة عجلنا له فيها ما نشاء لمن نريد ثم جعلنا له جهنم يصلىٰها مذموما مدحورا
17:19,وَمَن أَرادَ الـٔاخِرَةَ وَسَعىٰ لَها سَعيَها وَهُوَ مُؤمِنٌ فَأُولـٰئِكَ كانَ سَعيُهُم مَشكورًا,ومن اراد الـٔاخرة وسعىٰ لها سعيها وهو مؤمن فاولـٰئك كان سعيهم مشكورا
17:20,كُلًّا نُمِدُّ هـٰؤُلاءِ وَهـٰؤُلاءِ مِن عَطاءِ رَبِّكَ ۚ وَما كانَ عَطاءُ رَبِّكَ مَحظورًا,كلا نمد هـٰؤلاء وهـٰؤلاء من عطاء ربك ۚ وما كان عطاء ربك محظورا
17:21,انظُر كَيفَ فَضَّلنا بَعضَهُم عَلىٰ بَعضٍ ۚ وَلَلـٔاخِرَةُ أَكبَرُ دَرَجـٰتٍ وَأَكبَرُ تَفضيلًا,انظر كيف فضلنا بعضهم علىٰ بعض ۚ وللـٔاخرة اكبر درجـٰت واكبر تفضيلا
